Wavelength,Clean Snow,2023-3-2-BB-DBC,2023-5-6-BB-DBC,2023-5-20-AP-DBC,2023-5-20-BB-DBC,2023-6-8-BB-DBC,2023-6-26-BB-DBC,2023-7-10-BB-DBC,2023-7-17-BB-DBC,2023-7-24-AP-DBC,2023-8-6-CK-DBC,2023-8-23-CK-DBC
2035,0.003308242,0.010500063,0.002773264,0.002480709,0.002481582,0.002286496,0.002280384,0.002381609,0.002465951,0.002541629,0.00284559,0.003357101
2045,0.003345001,0.010957575,0.002767585,0.002475597,0.002476469,0.002281757,0.002275655,0.002376687,0.002460867,0.002536394,0.002839777,0.003350303
2055,0.003404188,0.011664906,0.002761575,0.002470187,0.002471058,0.002276742,0.002270651,0.002371477,0.002455487,0.002530854,0.002833626,0.003343109
2065,0.003483469,0.01258819,0.002756107,0.002465265,0.002466135,0.002272179,0.002266097,0.002366738,0.002450592,0.002525814,0.002828029,0.003336565
2075,0.003602989,0.013941824,0.002751948,0.002461522,0.002462391,0.002268709,0.002262633,0.002363132,0.002446869,0.002521979,0.002823775,0.003331591
2085,0.0037625,0.015709134,0.002750588,0.002460298,0.002461168,0.002267573,0.002261498,0.002361953,0.002445652,0.002520722,0.002822389,0.003329972
2095,0.003985172,0.018119929,0.002754697,0.002463999,0.00246487,0.002270997,0.002264911,0.002365511,0.002449331,0.002524502,0.002826607,0.003334912
2105,0.004300126,0.021427036,0.002771479,0.00247911,0.002479987,0.002284993,0.002278869,0.002380052,0.002464357,0.002539953,0.002843813,0.003355046
2115,0.00464292,0.024936942,0.002799293,0.002504156,0.002505043,0.002308194,0.002302007,0.002404154,0.002489262,0.002565566,0.002872326,0.003388406
2125,0.00512591,0.029693211,0.002858654,0.002557616,0.002558522,0.002357725,0.002351409,0.002455607,0.002542423,0.002620242,0.002933166,0.00345957
2135,0.005696032,0.035082366,0.002952725,0.002642359,0.002643295,0.002436257,0.002429737,0.002537177,0.002626692,0.002706908,0.003029571,0.003572291
2145,0.006323641,0.040774818,0.003081859,0.002758732,0.00275971,0.002544136,0.002537339,0.002649212,0.002742419,0.002825914,0.003161894,0.003726929
2155,0.007015677,0.046802125,0.003250798,0.002911056,0.002912088,0.002685401,0.002678243,0.002795888,0.002893901,0.002981669,0.003334984,0.00392907
2165,0.00772033,0.052713716,0.00344679,0.003087883,0.003088976,0.002849469,0.002841895,0.002966199,0.003069755,0.003162452,0.003535763,0.004163357
2175,0.008465039,0.058741897,0.003677208,0.003295915,0.00329708,0.0030426,0.00303454,0.003166621,0.003276653,0.003375108,0.003771771,0.004438494
2185,0.009202796,0.064526451,0.003925314,0.00352009,0.003521332,0.003250843,0.003242263,0.003382659,0.003499615,0.003604225,0.004025853,0.0047344
2195,0.009913699,0.069943643,0.004180962,0.003751259,0.003752579,0.003465714,0.003456603,0.003605505,0.003729543,0.00384045,0.004287613,0.005038934
2205,0.010540014,0.074609112,0.004417488,0.003965293,0.003966686,0.003664771,0.003655172,0.00381189,0.003942436,0.004059129,0.004529755,0.005320372
2215,0.011257436,0.079819115,0.004702554,0.00422345,0.00422493,0.003905009,0.003894825,0.004060896,0.004199229,0.004322844,0.00482154,0.005659162
2225,0.011911725,0.084464507,0.004973691,0.004469182,0.004470743,0.004133822,0.004123086,0.004297988,0.004443673,0.004573823,0.005099019,0.00598101
2235,0.012455863,0.088256402,0.005206679,0.004680479,0.004682111,0.004330671,0.004319463,0.004501907,0.00465387,0.004789599,0.005337424,0.006257294
2245,0.012825986,0.090801124,0.005368778,0.004827557,0.004829237,0.004467741,0.004456205,0.004643874,0.004800185,0.004939777,0.005503277,0.006449376
2255,0.01265396,0.089668617,0.005288133,0.004754332,0.004755989,0.004399456,0.004388079,0.00457317,0.004727336,0.004865014,0.005420787,0.006353937
2265,0.012277313,0.087137153,0.005117009,0.004599049,0.004600655,0.004254719,0.004243683,0.004423271,0.004572855,0.004706452,0.005245717,0.006151217
2275,0.011563112,0.082221379,0.004804655,0.004315828,0.004317342,0.003990896,0.003980489,0.004149955,0.004291111,0.004417206,0.004926103,0.005780736
2285,0.010736443,0.076395107,0.004457399,0.004001268,0.004002678,0.003698102,0.003688401,0.003846508,0.003978207,0.004095883,0.004570698,0.005368233
2295,0.009818479,0.069739509,0.004091315,0.00367001,0.00367131,0.003390026,0.003381078,0.003527087,0.003648714,0.003757423,0.004195932,0.004932633
2305,0.008887395,0.062775795,0.003742414,0.003354657,0.003355849,0.003097,0.003088775,0.003223134,0.00333506,0.003435131,0.003838671,0.004516761
2315,0.008064309,0.056422069,0.003454851,0.003095011,0.003096115,0.002855932,0.00284831,0.002972975,0.003076829,0.00316971,0.00354415,0.004173453
2325,0.007341922,0.050682869,0.003219684,0.002882862,0.002883893,0.002659098,0.002651971,0.002768646,0.002865845,0.002952799,0.003303246,0.00389232
2335,0.006750966,0.045868942,0.003039895,0.002720788,0.002721763,0.002508809,0.002502063,0.002612589,0.002704668,0.002787059,0.003119045,0.003677156
2345,0.006259424,0.041781638,0.002899172,0.002594001,0.002594932,0.002391293,0.002384847,0.002490536,0.002578587,0.002657388,0.00297485,0.003508598
2355,0.005883858,0.038613694,0.002796424,0.002501469,0.002502368,0.002305556,0.002299329,0.002401473,0.002486572,0.002562741,0.00286956,0.003385449
2365,0.00559095,0.036125564,0.002718132,0.002430984,0.002431859,0.002240262,0.002234202,0.002333638,0.002416482,0.002490638,0.002789325,0.003291568
2375,0.005367789,0.034231231,0.002658332,0.00237716,0.002378016,0.002190411,0.002184479,0.002281842,0.00236296,0.002435575,0.00272804,0.003219837
2385,0.005197851,0.0328026,0.002611303,0.002334838,0.002335679,0.002151218,0.002145386,0.002241118,0.002320876,0.002392277,0.002679842,0.003163412
2395,0.005050086,0.031569203,0.002569465,0.002297193,0.002298021,0.00211636,0.002110617,0.002204895,0.002283443,0.002353762,0.002636963,0.003113204
2405,0.004921178,0.03050524,0.002531678,0.002263197,0.002264014,0.002084885,0.002079222,0.002172186,0.002249639,0.002318979,0.002598234,0.003067848
2415,0.004806055,0.029564889,0.002496878,0.002231894,0.0022327,0.002055905,0.002050316,0.002142068,0.002218512,0.00228695,0.002562568,0.003026072
2425,0.004703156,0.028736864,0.00246444,0.002202718,0.002203514,0.002028897,0.002023377,0.002113999,0.002189501,0.002257097,0.00252932,0.002987123
2435,0.004594408,0.027857958,0.002430562,0.002172251,0.002173037,0.002000698,0.00199525,0.002084689,0.002159207,0.002225921,0.002494595,0.002946435
2445,0.004480991,0.026939569,0.002395413,0.002140646,0.002141421,0.001971448,0.001966076,0.002054287,0.002127781,0.002193581,0.002458567,0.002904212
2455,0.004373393,0.026070527,0.002361827,0.002110451,0.002111216,0.001943507,0.001938206,0.002025242,0.002097757,0.002162682,0.00242414,0.002863858
2465,0.004270607,0.02525069,0.002328636,0.002080614,0.002081369,0.001915899,0.00191067,0.001996543,0.00206809,0.002132149,0.002390116,0.00282397
2475,0.004172472,0.024479847,0.002295674,0.002050988,0.002051732,0.001888489,0.001883331,0.001968048,0.002038632,0.00210183,0.002356327,0.00278435
2485,0.004078806,0.023749605,0.002263623,0.002022184,0.002022917,0.001861843,0.001856753,0.001940345,0.002009992,0.002072351,0.002323469,0.002745816
2495,0.003989941,0.023063866,0.002232457,0.001994179,0.001994903,0.00183594,0.001830917,0.001913413,0.001982147,0.002043691,0.002291519,0.002708339
2505,0.003920225,0.022573565,0.002202913,0.001967635,0.00196835,0.001811389,0.001806429,0.001887887,0.001955755,0.002016524,0.002261231,0.002672808
2515,0.003866147,0.022244371,0.002174531,0.001942137,0.001942843,0.001787807,0.001782909,0.001863367,0.001930403,0.001990427,0.002232134,0.002638669
2525,0.003825743,0.022057002,0.002147066,0.001917466,0.001918163,0.001764992,0.001760152,0.001839643,0.001905872,0.001965175,0.002203976,0.002605628
2535,0.003800208,0.022025576,0.002120414,0.001893526,0.001894216,0.001742855,0.001738073,0.001816624,0.00188207,0.001940673,0.002176651,0.002573561
2545,0.003774298,0.021989348,0.002093831,0.001869652,0.001870333,0.001720781,0.001716057,0.001793668,0.001858333,0.001916236,0.002149396,0.00254157
2555,0.003763289,0.022102308,0.002068821,0.001847192,0.001847865,0.001700016,0.001695345,0.001772073,0.001836002,0.001893246,0.002123753,0.002511468
2565,0.003770548,0.022399405,0.002045605,0.001826345,0.001827011,0.001680743,0.001676122,0.001752029,0.001815274,0.001871907,0.00209995,0.002483524
2575,0.00375129,0.022464444,0.002016014,0.001799779,0.001800435,0.001656186,0.001651629,0.001726489,0.001788861,0.001844713,0.002069608,0.002447894
2585,0.00371129,0.022329554,0.001983404,0.001770507,0.001771153,0.001629133,0.001624648,0.00169835,0.001759758,0.001814749,0.002036168,0.002408617
2595,0.003642028,0.021927708,0.001944918,0.001735969,0.001736603,0.001597219,0.001592818,0.001665151,0.001725419,0.001779393,0.001996701,0.002362246
2605,0.003531546,0.02114371,0.001898808,0.001694599,0.001695218,0.001559,0.0015547,0.00162539,0.001684289,0.001737041,0.001949412,0.002306666
2615,0.00340105,0.020174083,0.001849001,0.001649922,0.001650526,0.001517735,0.001513544,0.001582455,0.001639872,0.001691301,0.001898328,0.002246607
2625,0.003167255,0.018221575,0.001782777,0.00159054,0.001591122,0.001462901,0.001458858,0.001525396,0.001580836,0.001630503,0.001830401,0.002166711
2635,0.002881918,0.015763893,0.001709933,0.001525244,0.001525802,0.001402623,0.001398741,0.001462662,0.001515922,0.001563644,0.001755677,0.002078783
2645,0.002651128,0.013815676,0.001646761,0.001468635,0.001469172,0.001350377,0.001346636,0.001408281,0.001459645,0.001505677,0.001690871,0.002002495
2655,0.002459026,0.012237675,0.001589503,0.00141734,0.001417858,0.001303046,0.001299432,0.001359009,0.001408651,0.001453147,0.001632129,0.00193332
2665,0.002295785,0.010940967,0.001536105,0.001369516,0.001370017,0.001258927,0.001255433,0.001313077,0.001361109,0.001404168,0.001577343,0.001868782
2675,0.002154215,0.009858374,0.001485298,0.001324023,0.001324508,0.001216968,0.001213587,0.001269389,0.001315886,0.001357575,0.001525212,0.001807352
2685,0.001843567,0.007130076,0.001411554,0.001258015,0.001258475,0.001156103,0.001152888,0.001206007,0.001250269,0.001289967,0.001449541,0.001718144
2695,0.001648931,0.005610666,0.001344996,0.00119846,0.001198898,0.001101203,0.001098139,0.001148829,0.001191069,0.001228962,0.001381239,0.001637585
2705,0.001508676,0.004666667,0.001280862,0.001141095,0.001141511,0.001048337,0.001045418,0.001093761,0.001134046,0.001170196,0.001315419,0.001559921
2715,0.001397452,0.00402897,0.001218113,0.001084986,0.001085382,0.000996643,0.000993867,0.001039907,0.001078273,0.001112713,0.001251015,0.001483894
2725,0.001340672,0.003567852,0.001200594,0.001069329,0.00106972,0.000982223,0.000979485,0.001024881,0.00106271,0.001096669,0.001233035,0.001462657
2735,0.001272962,0.002858389,0.0011968,0.001065945,0.001066335,0.00097911,0.00097638,0.001021635,0.001059347,0.001093198,0.001229142,0.00145805
2745,0.001266471,0.002822534,0.001192984,0.001062542,0.001062931,0.000975979,0.000973257,0.001018371,0.001055964,0.001089707,0.001225228,0.001453416
2755,0.001261565,0.002804371,0.00118914,0.001059113,0.001059501,0.000972825,0.000970111,0.001015082,0.001052556,0.00108619,0.001221283,0.001448747
2765,0.001257077,0.002791079,0.001185267,0.001055659,0.001056046,0.000969647,0.000966941,0.001011768,0.001049123,0.001082647,0.001217309,0.001444043
2775,0.001252706,0.002779315,0.001181368,0.001052182,0.001052567,0.000966448,0.000963751,0.001008433,0.001045667,0.00107908,0.001213309,0.001439308
2785,0.001247426,0.002765423,0.001176625,0.001047951,0.001048335,0.000962557,0.000959869,0.001004375,0.001041462,0.001074741,0.001208442,0.001433547
2795,0.001241977,0.002751467,0.00117169,0.001043549,0.001043932,0.000958507,0.00095583,0.001000152,0.001037086,0.001070226,0.001203377,0.001427552
2805,0.001236866,0.002738371,0.001167061,0.00103942,0.001039801,0.000954709,0.000952042,0.000996192,0.001032982,0.001065992,0.001198626,0.001421929
2815,0.001232299,0.002726601,0.001162932,0.001035738,0.001036118,0.000951322,0.000948663,0.00099266,0.001029322,0.001062215,0.001194389,0.001416914
2825,0.001229273,0.002718713,0.001160205,0.001033306,0.001033685,0.000949085,0.000946431,0.000990327,0.001026905,0.00105972,0.001191592,0.001413601
2835,0.001229425,0.002718905,0.00116036,0.001033446,0.001033826,0.000949214,0.00094656,0.000990461,0.001027045,0.001059862,0.001191754,0.001413792
2845,0.001235234,0.002733724,0.001165621,0.001038143,0.001038524,0.000953534,0.000950867,0.000994965,0.001031712,0.001064673,0.001197157,0.001420185
2855,0.00124834,0.002767684,0.001177438,0.00104869,0.001049076,0.000963237,0.000960542,0.001005081,0.001042195,0.001075482,0.001209293,0.001434546
2865,0.001267708,0.002817136,0.001194982,0.001064349,0.001064741,0.000977641,0.000974905,0.001020099,0.001057758,0.001091529,0.001227308,0.001455862
2875,0.001295603,0.002885995,0.001220502,0.001087127,0.001087528,0.000998596,0.0009958,0.001041946,0.001080397,0.001114874,0.001253512,0.001486866
2885,0.001713681,0.003846125,0.001610097,0.001435767,0.001436298,0.001319998,0.001316317,0.001376674,0.001426963,0.001471975,0.001653332,0.001958375
2895,0.002427126,0.005383806,0.002284624,0.002041035,0.002041788,0.001879197,0.001874018,0.001958413,0.002028723,0.002091553,0.002345146,0.002771373
2905,0.003183212,0.006985582,0.003001019,0.002686,0.002686982,0.002476635,0.002469911,0.002579106,0.002670069,0.002751276,0.003079369,0.00363052
2915,0.003983253,0.008652213,0.003760596,0.003372067,0.003373284,0.003113776,0.00310546,0.003240188,0.00335241,0.003452532,0.003857291,0.004536942
2925,0.004636571,0.009991583,0.004382095,0.003935037,0.003936441,0.003637781,0.003628197,0.00378326,0.003912414,0.004027595,0.004493395,0.005275312
2935,0.005287743,0.011309988,0.005002419,0.00449829,0.004499877,0.004163033,0.004152211,0.004327108,0.004472774,0.004602642,0.005127959,0.006009552
2945,0.005724487,0.012184177,0.005419049,0.004877333,0.004879041,0.004517042,0.004505405,0.004693367,0.004849911,0.004989451,0.005553968,0.006501189
2955,0.006204963,0.013138639,0.005877749,0.005295282,0.005297121,0.004907847,0.004895325,0.005097456,0.005265794,0.005415821,0.006022835,0.007041188
2965,0.006722076,0.014157502,0.006371841,0.005746194,0.005748171,0.005329992,0.005316532,0.005533679,0.005714515,0.005875656,0.006527699,0.007621402
2975,0.007326336,0.015337348,0.006949736,0.006274489,0.006276626,0.005825239,0.005810702,0.0060451,0.006240295,0.006414202,0.007117967,0.008298195
2985,0.007974217,0.016589758,0.007569995,0.006842555,0.00684486,0.006358521,0.00634285,0.006595406,0.006805714,0.006993055,0.007751244,0.009022488
2995,0.008786987,0.018142895,0.008349049,0.007557519,0.007560029,0.007030762,0.007013697,0.007288557,0.007517426,0.007721265,0.008546281,0.009929243
3005,0.009644621,0.019761189,0.009172172,0.008314603,0.008317325,0.007743814,0.007725313,0.008023161,0.008271159,0.008491999,0.009385871,0.010883896
3015,0.010568267,0.021480759,0.010059887,0.009132943,0.009135889,0.008515887,0.008495876,0.008817881,0.009085979,0.009324681,0.010290883,0.011909725
3025,0.011528429,0.023244414,0.010983954,0.009986708,0.009989881,0.009322753,0.009301211,0.009647704,0.009936175,0.010192978,0.011232475,0.012973691
3035,0.012531852,0.025062506,0.011950982,0.010882149,0.010885552,0.010170424,0.010147321,0.010518759,0.010827981,0.011103219,0.012217348,0.014083118
3045,0.013547152,0.026876515,0.012930845,0.011791451,0.011795082,0.01103263,0.011007988,0.011404021,0.0117337,0.01202711,0.013214797,0.01520327
3055,0.014615541,0.028759629,0.013963319,0.012751596,0.01275546,0.011944483,0.011918263,0.012339516,0.012690171,0.01300221,0.014265295,0.01637949
3065,0.015093132,0.029585187,0.014425981,0.01318272,0.013186686,0.012354547,0.012327638,0.012759891,0.013119694,0.013439855,0.014735816,0.01690481
3075,0.015453546,0.030201614,0.014775583,0.013508847,0.013512889,0.012664995,0.012637574,0.013078015,0.013444628,0.013770835,0.015091267,0.017301043
3085,0.015295148,0.029913467,0.014623417,0.013367382,0.013371389,0.012530677,0.012503489,0.012940198,0.013303706,0.013627157,0.014936436,0.017127624
3095,0.015157687,0.029662962,0.014491388,0.013244674,0.013248651,0.012414193,0.012387209,0.012820667,0.013181471,0.013502522,0.014802085,0.016977081
3105,0.014722414,0.028893161,0.014071244,0.012853617,0.0128575,0.01204256,0.012016211,0.012439524,0.012791892,0.013105449,0.014374694,0.01649915
3115,0.014374683,0.02827523,0.013735756,0.012541586,0.012545394,0.011746192,0.011720354,0.012135487,0.012481052,0.012788567,0.014033361,0.016117054
3125,0.014119639,0.027820847,0.013489739,0.012312884,0.012316636,0.011529051,0.011503591,0.011912686,0.01225323,0.012556285,0.013783031,0.015836629
3135,0.013939094,0.027497582,0.013315691,0.012151179,0.012154891,0.011375585,0.011350394,0.011755187,0.012092152,0.012392027,0.013605908,0.015638054
3145,0.013728894,0.027121681,0.013112987,0.011962881,0.011966547,0.011196905,0.011172028,0.011571798,0.011904586,0.01220075,0.013399615,0.015406718
3155,0.013587541,0.026867663,0.012976759,0.011836404,0.011840039,0.011076937,0.011052272,0.011448643,0.011778604,0.012072256,0.013260958,0.015251109
3165,0.013271788,0.026303284,0.012672149,0.011553576,0.01155714,0.010808648,0.010784458,0.011173236,0.011496881,0.011784923,0.012950921,0.014903201
3175,0.0130291,0.02586789,0.012438109,0.011336402,0.011339912,0.01060273,0.010578908,0.010961808,0.011280564,0.011564261,0.01271268,0.014635634
3185,0.012585522,0.025071432,0.012010294,0.010939593,0.010943003,0.010226615,0.010203468,0.010575562,0.010885329,0.01116104,0.012277138,0.014146166
3195,0.01220675,0.024387976,0.011645145,0.010601195,0.01060452,0.009906069,0.009883504,0.010246277,0.010548289,0.01081711,0.011905323,0.013727818
3205,0.011730624,0.02352512,0.011186309,0.010176319,0.010179534,0.009503851,0.009482026,0.009832967,0.010125137,0.010385211,0.011438026,0.013201436
3215,0.011295772,0.022732529,0.010767474,0.009788864,0.009791978,0.009137332,0.009116189,0.009456199,0.009739275,0.009991267,0.01101137,0.012720171
3225,0.010914314,0.022033669,0.010400247,0.009449449,0.009452474,0.00881647,0.008795932,0.009126255,0.009401272,0.009646101,0.010637213,0.012297605
3235,0.010552043,0.021366695,0.010051655,0.009127532,0.009130471,0.008512344,0.008492386,0.00881342,0.009080708,0.009318668,0.010281973,0.011895928
3245,0.010260056,0.020826708,0.009770816,0.00886838,0.00887125,0.008267657,0.00824817,0.008561652,0.008822657,0.009055032,0.00999573,0.011571922
3255,0.00998609,0.020318092,0.009507409,0.008625478,0.008628282,0.008038429,0.008019389,0.008325731,0.008580795,0.008807889,0.009727212,0.011267695
3265,0.009680141,0.019747864,0.00921336,0.00835451,0.00835724,0.007782852,0.007764313,0.00806262,0.008310999,0.008532149,0.009427411,0.010927696
3275,0.009375859,0.019178316,0.008921035,0.008085335,0.00808799,0.007529111,0.007511075,0.007801324,0.008042997,0.008258186,0.009129317,0.010589276
3285,0.009113382,0.018684973,0.00866898,0.007853405,0.007855996,0.007310599,0.007293,0.007576244,0.007812089,0.008022095,0.008872246,0.010297141
3295,0.008875885,0.018236914,0.008440998,0.007643762,0.007646294,0.007113181,0.00709598,0.007372842,0.007603376,0.007808659,0.008639693,0.010032635
3305,0.008663218,0.01783436,0.00823692,0.007456211,0.00745869,0.006936647,0.006919805,0.007190916,0.007416663,0.007617691,0.008431495,0.009795635
3315,0.008475365,0.01747771,0.008056707,0.007290682,0.007293115,0.006780907,0.006764383,0.007030384,0.00725188,0.007449126,0.008247623,0.009586171
3325,0.008293145,0.01713079,0.007881946,0.007130242,0.007132628,0.006630011,0.006613798,0.006874817,0.007092165,0.007285724,0.008069293,0.00938288
3335,0.008117994,0.016796412,0.007714012,0.006976144,0.006978486,0.006485135,0.006469222,0.006725427,0.006938769,0.007128764,0.00789791,0.009187377
3345,0.0079459,0.016467005,0.007549052,0.006824849,0.006827148,0.006342947,0.00632733,0.006578781,0.006788168,0.006974644,0.007729544,0.008995189
3355,0.007781079,0.016150679,0.007391106,0.006680055,0.006682312,0.006206919,0.006191587,0.006438463,0.006644041,0.006827131,0.00756832,0.008811032
3365,0.007618715,0.01583828,0.007235554,0.006537524,0.006539739,0.006073063,0.006058014,0.006300361,0.00650217,0.006681907,0.007409523,0.008629533
3375,0.007467362,0.015546323,0.00709059,0.006404754,0.00640693,0.005948419,0.005933634,0.006171739,0.006370018,0.006546615,0.00726152,0.008460266
3385,0.007319811,0.015261021,0.006949301,0.006275407,0.006277544,0.005827028,0.005812502,0.006046454,0.006241276,0.006414798,0.007117254,0.008295175
3395,0.007182957,0.014995792,0.006818288,0.006155517,0.006157619,0.00571455,0.005700265,0.005930349,0.006121951,0.006292609,0.006983468,0.008141988
3405,0.007056394,0.014749972,0.006697152,0.00604471,0.00604678,0.005610625,0.005596563,0.005823055,0.006011668,0.006179666,0.006859758,0.008000263
3415,0.0069337,0.014511191,0.006579745,0.005937355,0.005939392,0.005509966,0.005496122,0.005719118,0.005904822,0.006070231,0.006739845,0.007862817
3425,0.006823139,0.014295602,0.006473967,0.005840668,0.005842676,0.005419334,0.005405688,0.005625523,0.005808596,0.005971664,0.006631802,0.007738916
3435,0.006713392,0.014081231,0.006368987,0.005744742,0.005746721,0.005329441,0.00531599,0.005532677,0.005713129,0.005873866,0.006524566,0.007615883
3445,0.006612748,0.013884308,0.006272732,0.005656817,0.00565877,0.005247065,0.005233795,0.005447586,0.005625627,0.005784219,0.006426233,0.007503017
3455,0.006513672,0.013690171,0.006177986,0.005570299,0.005572226,0.005166028,0.005152935,0.005363866,0.005539526,0.005695999,0.006329438,0.007391867
3465,0.006420014,0.013506422,0.006088431,0.005488545,0.005490446,0.00508947,0.005076546,0.005284765,0.005458167,0.005612631,0.006237938,0.007286754
3475,0.00633166,0.013332921,0.006003949,0.005411445,0.005413323,0.005017287,0.005004523,0.005210175,0.005381441,0.005534005,0.006151616,0.007187552
3485,0.006244514,0.01316176,0.00592061,0.00533541,0.005337264,0.004946116,0.00493351,0.005136624,0.005305776,0.005456459,0.006066457,0.007089648
3495,0.006164104,0.013003822,0.005843701,0.00526526,0.005267093,0.004880468,0.004868008,0.005068772,0.005235969,0.005384911,0.005987863,0.00699926
3505,0.006084121,0.012846992,0.005767161,0.005195465,0.005197276,0.004815165,0.004802851,0.00500127,0.005166515,0.005313721,0.005909642,0.006909267
3515,0.006009798,0.012701677,0.005695982,0.005130575,0.005132366,0.004754463,0.004742285,0.004938519,0.005101944,0.00524753,0.005836896,0.006825545
3525,0.005939346,0.012564605,0.005628429,0.005069005,0.005070777,0.004696878,0.00468483,0.004878984,0.005040678,0.005184723,0.005767852,0.006746059
3535,0.005869962,0.01243084,0.00556176,0.005008256,0.005010009,0.004640071,0.00462815,0.004820247,0.004980228,0.005122749,0.005699708,0.006667584
3545,0.005806579,0.01230954,0.005500754,0.004952679,0.004954415,0.004588109,0.004576306,0.004766516,0.004924927,0.005066049,0.005637349,0.006595749
3555,0.005743657,0.012191118,0.005439972,0.004897318,0.004899037,0.004536358,0.004524672,0.004712998,0.00486984,0.005009567,0.005575216,0.006524155
3565,0.005687052,0.012085811,0.005385157,0.004847401,0.004849104,0.004489703,0.004478123,0.004664746,0.004820172,0.004958637,0.00551918,0.006459567
3575,0.005634685,0.011989383,0.005334334,0.004801129,0.004802818,0.004446461,0.004434979,0.004620022,0.00477413,0.004911424,0.005467223,0.006399667
3585,0.005582728,0.011895977,0.005283663,0.004755004,0.004756678,0.004403363,0.004391979,0.004575442,0.004728235,0.004864358,0.00541542,0.006339929
3595,0.005531264,0.011806496,0.005233145,0.004709026,0.004710686,0.004360408,0.004349122,0.004531007,0.004682488,0.004817441,0.00536377,0.006280354
3605,0.005480404,0.011722162,0.005182781,0.004663196,0.004664841,0.004317597,0.00430641,0.004486719,0.004636887,0.004770673,0.005312276,0.006220943
3615,0.0054303,0.011644644,0.00513257,0.004617514,0.004619146,0.004274931,0.004263842,0.004442577,0.004591436,0.004724055,0.005260937,0.006161697
3625,0.005382305,0.011576184,0.005083853,0.004573199,0.004574816,0.004233548,0.004222553,0.004399759,0.004547344,0.004678829,0.005211122,0.006104197
3635,0.005345203,0.011512887,0.005047289,0.004539945,0.004541552,0.004202497,0.004191574,0.00436763,0.004514257,0.004644891,0.005173734,0.006061032
3645,0.00530829,0.011450886,0.005010805,0.004506768,0.004508364,0.00417152,0.004160669,0.004335576,0.004481247,0.004611029,0.005136426,0.00601795
3655,0.005271575,0.0113903,0.0049744,0.004473666,0.004475252,0.004140619,0.004129838,0.004303598,0.004448313,0.004577244,0.005099198,0.005974954
3665,0.005235071,0.011331243,0.004938074,0.004440642,0.004442217,0.004109792,0.004099083,0.004271695,0.004415456,0.004543536,0.00506205,0.005932042
3675,0.005198789,0.011273862,0.004901828,0.004407694,0.004409259,0.00407904,0.004068402,0.004239869,0.004382675,0.004509906,0.005024982,0.005889216
3685,0.005162743,0.011218282,0.004865663,0.004374824,0.004376378,0.004048364,0.004037797,0.004208119,0.004349972,0.004476354,0.004987996,0.005846475
3695,0.005126947,0.011164681,0.004829577,0.004342031,0.004343575,0.004017763,0.004007267,0.004176445,0.004317346,0.00444288,0.00495109,0.005803821
3705,0.00509142,0.011113239,0.004793573,0.004309316,0.004310849,0.003987237,0.003976812,0.004144848,0.004284798,0.004409485,0.004914266,0.005761253
3715,0.005056176,0.011064126,0.004757649,0.004276679,0.004278202,0.003956788,0.003946434,0.004113328,0.004252327,0.004376168,0.004877524,0.005718772
3725,0.005021238,0.011017582,0.004721807,0.00424412,0.004245632,0.003926415,0.003916132,0.004081885,0.004219934,0.004342929,0.004840863,0.005676378
3735,0.004987286,0.010964473,0.00468781,0.004213241,0.004214744,0.003897613,0.003887397,0.004052066,0.004189214,0.004311406,0.004806089,0.005636158
3745,0.004955054,0.010890851,0.004657994,0.004186164,0.004187658,0.003872358,0.003862201,0.00402592,0.004162275,0.004283762,0.004775592,0.005600879
3755,0.004922916,0.01081771,0.004628236,0.004159142,0.004160627,0.003847157,0.003837059,0.003999828,0.004135392,0.004256174,0.004745152,0.005565662
3765,0.004890872,0.010745032,0.004598536,0.004132175,0.004133652,0.00382201,0.003811971,0.00397379,0.004108564,0.004228641,0.004714771,0.005530506
3775,0.004858917,0.010672782,0.004568893,0.004105264,0.004106732,0.003796917,0.003786937,0.003947807,0.004081791,0.004201165,0.004684448,0.005495413
3785,0.004831387,0.010594483,0.004545057,0.004083627,0.004085088,0.003776744,0.003766811,0.003926917,0.004060265,0.004179073,0.004660064,0.00546719
3795,0.004804139,0.010518903,0.004521261,0.004062028,0.004063482,0.003756607,0.003746721,0.003906065,0.004038777,0.004157019,0.004635721,0.00543901
3805,0.004777149,0.01044577,0.004497505,0.004040467,0.004041914,0.003736507,0.003726669,0.00388525,0.004017328,0.004135004,0.004611418,0.005410873
3815,0.004750393,0.010374814,0.004473789,0.004018944,0.004020384,0.003716444,0.003706654,0.003864472,0.003995916,0.004113027,0.004587155,0.00538278
3825,0.00472385,0.01030582,0.004450113,0.00399746,0.003998893,0.003696419,0.003686675,0.003843733,0.003974543,0.004091089,0.004562933,0.00535473
3835,0.004697502,0.010238582,0.004426477,0.003976014,0.00397744,0.003676431,0.003666734,0.003823031,0.003953208,0.00406919,0.004538751,0.005326723
3845,0.004671334,0.01017293,0.004402881,0.003954607,0.003956026,0.00365648,0.00364683,0.003802367,0.003931911,0.00404733,0.004514611,0.005298761
3855,0.004649964,0.010114907,0.004384078,0.003937549,0.003938963,0.003640584,0.003630972,0.003785903,0.003914942,0.004029911,0.004495373,0.005276475
3865,0.004629968,0.010060555,0.00436649,0.003921595,0.003923003,0.003625717,0.00361614,0.003770504,0.00389907,0.004013619,0.004477379,0.005255628
