Wavelength,Clean Snow,2022-5-16-BB-DBC,2022-6-BB-DBC,2022-7-BB-DBC,2022-7-15-MUIR-A-DBC,2022-8-5-SHOLES-1-DBC,2022-8-6-RAINBOW-1-DBC,2022-8-11-EASTON-1-DBC,2022-8-15-MUIR-1-DBC,2022-9-15-PR-SNOW,2022-9-15-SHOLES-1-DBC,2022-9-25-SHOLES-1-DBC,2022-10-14-SHOLES-1-DBC
1025,0.285337779,0.26318964,0.256060804,0.266946254,0.256965318,0.270536666,0.271133317,0.274435549,0.272825366,0.30733773,0.309110084,0.320738715,0.351692577
1035,0.283998358,0.261868873,0.254757791,0.265633158,0.255649915,0.269208401,0.269805065,0.273104092,0.271494693,0.305982617,0.307752612,0.319376419,0.350321063
1045,0.29131192,0.269091623,0.261916192,0.272846643,0.26284205,0.276469041,0.277067174,0.280382356,0.278767055,0.313387146,0.315165878,0.326818965,0.357817057
1055,0.307224056,0.28484265,0.277530109,0.28856051,0.278538351,0.292289965,0.292889727,0.296234431,0.294609733,0.329455422,0.331251231,0.342946639,0.374006989
1065,0.324271705,0.301770805,0.29432195,0.305431547,0.295424288,0.309274813,0.309874431,0.313242615,0.311612345,0.346612949,0.348423535,0.360135142,0.391188002
1075,0.336124825,0.313572115,0.306036918,0.317185448,0.307205648,0.321104812,0.321703348,0.325083059,0.323451397,0.358509755,0.360328316,0.372034745,0.403040465
1085,0.341518378,0.318950625,0.311381156,0.322543488,0.312577234,0.326493506,0.327091453,0.330475127,0.328843284,0.363915765,0.365737031,0.377437416,0.408411907
1095,0.345000968,0.322426806,0.314838461,0.326008414,0.316049582,0.329975175,0.330572785,0.333958536,0.332326643,0.367404246,0.369226762,0.380922201,0.411873552
1105,0.344995432,0.322422946,0.314841624,0.326011897,0.31604522,0.329970884,0.330568854,0.333954418,0.332322114,0.367400612,0.369222291,0.380918762,0.41187182
1115,0.340620127,0.318059757,0.310517556,0.321678769,0.311685861,0.325599731,0.326198897,0.329581388,0.327948277,0.363021652,0.364839903,0.37654462,0.407529877
1125,0.329057481,0.306540484,0.29909074,0.310219614,0.300182293,0.314055186,0.314656277,0.318028743,0.316395567,0.351429653,0.353239519,0.364956029,0.396002946
1135,0.312461679,0.29004688,0.28273325,0.293793743,0.28372441,0.297511413,0.298113548,0.301465407,0.299835924,0.334745788,0.336541478,0.348251821,0.3793295
1145,0.304296662,0.281951258,0.274710241,0.285727371,0.275652013,0.289384582,0.289986664,0.293325464,0.291699267,0.326517777,0.328305023,0.34000242,0.371069825
1155,0.278986547,0.256936666,0.249925001,0.260763503,0.250735953,0.264245532,0.264843866,0.268129751,0.266521505,0.300919123,0.302676135,0.314285733,0.345201238
1165,0.239353287,0.218047887,0.211450841,0.221863858,0.212087028,0.225066652,0.225649231,0.228809475,0.227252937,0.260532034,0.262222882,0.273538712,0.303813781
1175,0.206716208,0.186329781,0.180143427,0.190051898,0.180656251,0.19300788,0.193567504,0.196578425,0.195089002,0.22695445,0.228569123,0.239474349,0.2687808
1185,0.179536693,0.160169947,0.154386151,0.163749013,0.154808424,0.166481031,0.167013587,0.169862498,0.168448817,0.198730344,0.200262973,0.210685429,0.238811536
1195,0.158413894,0.140028156,0.134603102,0.143450632,0.134961875,0.145993101,0.146498902,0.149194297,0.147853904,0.176604508,0.1780593,0.188001558,0.21492823
1205,0.134205488,0.117185532,0.112231088,0.12037296,0.112523924,0.122676762,0.123144753,0.125629206,0.124390981,0.151004395,0.15235167,0.161608215,0.18679236
1215,0.112969371,0.097400862,0.092922437,0.100326624,0.093162451,0.10239679,0.102824302,0.105087375,0.103957513,0.128296378,0.129529807,0.138041902,0.16130449
1225,0.100891891,0.086273765,0.082097376,0.089024403,0.082309088,0.090949151,0.091350112,0.093469534,0.092410408,0.115259263,0.116418194,0.124435983,0.146408702
1235,0.09343834,0.079458191,0.075481089,0.082090174,0.075675888,0.083919898,0.084303039,0.086326548,0.085314793,0.107163364,0.108272268,0.115955629,0.137050078
1245,0.088348088,0.074828204,0.070993342,0.077374177,0.071176813,0.079136456,0.079506747,0.081461305,0.080483665,0.101610611,0.102683408,0.110124301,0.130579352
1255,0.085681835,0.072411365,0.068653115,0.074910659,0.06883068,0.076636699,0.077000033,0.07891731,0.077958131,0.098694076,0.099747293,0.107056411,0.127163065
1265,0.084410176,0.071260521,0.06753931,0.073737242,0.06771402,0.07544575,0.075805719,0.077704958,0.076754711,0.097301293,0.098345018,0.105590225,0.125527681
1275,0.084708479,0.071529941,0.067800028,0.074012244,0.067975247,0.075724758,0.076085541,0.077989093,0.077036697,0.09762864,0.098674613,0.105935159,0.125913219
1285,0.086240656,0.072916084,0.069141651,0.075426021,0.069320012,0.077159399,0.07752427,0.079449633,0.078486414,0.099307419,0.100364825,0.1077027,0.127885388
